family,instance_name,relative_path,time_limit_seconds,best_known_solution,is_optimal,script_name
Homberger,RC2_6_1,Instances/Homberger/RC2_6_1.txt,3600,11979.3,False,genScript2.sh
Homberger,RC2_6_10,Instances/Homberger/RC2_6_10.txt,3600,9014.8,False,genScript2.sh
Homberger,RC2_6_2,Instances/Homberger/RC2_6_2.txt,3600,10336.9,False,genScript2.sh
Homberger,RC2_6_3,Instances/Homberger/RC2_6_3.txt,3600,8894.9,False,genScript2.sh
Homberger,RC2_6_4,Instances/Homberger/RC2_6_4.txt,3600,6989.4,False,genScript2.sh
Homberger,RC2_6_5,Instances/Homberger/RC2_6_5.txt,3600,11082.5,False,genScript2.sh
Homberger,RC2_6_6,Instances/Homberger/RC2_6_6.txt,3600,10843.1,False,genScript2.sh
Homberger,RC2_6_7,Instances/Homberger/RC2_6_7.txt,3600,10310.9,False,genScript2.sh
Homberger,RC2_6_8,Instances/Homberger/RC2_6_8.txt,3600,9820.0,False,genScript2.sh
Homberger,RC2_6_9,Instances/Homberger/RC2_6_9.txt,3600,9449.4,False,genScript2.sh
Homberger,RC2_8_1,Instances/Homberger/RC2_8_1.txt,3600,19213.2,False,genScript2.sh
Homberger,RC2_8_10,Instances/Homberger/RC2_8_10.txt,3600,14445.3,False,genScript2.sh
Homberger,RC2_8_2,Instances/Homberger/RC2_8_2.txt,3600,16712.0,False,genScript2.sh
Homberger,RC2_8_3,Instances/Homberger/RC2_8_3.txt,3600,14046.1,False,genScript2.sh
Homberger,RC2_8_4,Instances/Homberger/RC2_8_4.txt,3600,11031.6,False,genScript2.sh
Homberger,RC2_8_5,Instances/Homberger/RC2_8_5.txt,3600,17493.3,False,genScript2.sh
Homberger,RC2_8_6,Instances/Homberger/RC2_8_6.txt,3600,17250.1,False,genScript2.sh
Homberger,RC2_8_7,Instances/Homberger/RC2_8_7.txt,3600,16445.4,False,genScript2.sh
Homberger,RC2_8_8,Instances/Homberger/RC2_8_8.txt,3600,15601.6,False,genScript2.sh
Homberger,RC2_8_9,Instances/Homberger/RC2_8_9.txt,3600,15251.7,False,genScript2.sh
Solomon,C101,Instances/Solomon/C101.txt,1800,827.3,True,genScript1.sh
Solomon,C102,Instances/Solomon/C102.txt,1800,827.3,True,genScript1.sh
Solomon,C103,Instances/Solomon/C103.txt,1800,826.3,True,genScript1.sh
Solomon,C104,Instances/Solomon/C104.txt,1800,822.9,True,genScript1.sh
Solomon,C105,Instances/Solomon/C105.txt,1800,827.3,True,genScript1.sh
Solomon,C106,Instances/Solomon/C106.txt,1800,827.3,True,genScript1.sh
Solomon,C107,Instances/Solomon/C107.txt,1800,827.3,True,genScript1.sh
Solomon,C108,Instances/Solomon/C108.txt,1800,827.3,True,genScript1.sh
Solomon,C109,Instances/Solomon/C109.txt,1800,827.3,True,genScript1.sh
Solomon,C201,Instances/Solomon/C201.txt,1800,589.1,True,genScript1.sh
Solomon,C202,Instances/Solomon/C202.txt,1800,589.1,True,genScript1.sh
Solomon,C203,Instances/Solomon/C203.txt,1800,588.7,True,genScript1.sh
Solomon,C204,Instances/Solomon/C204.txt,1800,588.1,True,genScript1.sh
Solomon,C205,Instances/Solomon/C205.txt,1800,586.4,True,genScript1.sh
Solomon,C206,Instances/Solomon/C206.txt,1800,586.0,True,genScript1.sh
Solomon,C207,Instances/Solomon/C207.txt,1800,585.8,True,genScript1.sh
Solomon,C208,Instances/Solomon/C208.txt,1800,585.8,True,genScript1.sh
Solomon,R101,Instances/Solomon/R101.txt,1800,1637.7,True,genScript1.sh
Solomon,R102,Instances/Solomon/R102.txt,1800,1466.6,True,genScript1.sh
Solomon,R103,Instances/Solomon/R103.txt,1800,1208.7,True,genScript1.sh
Solomon,R104,Instances/Solomon/R104.txt,1800,971.5,True,genScript1.sh
Solomon,R105,Instances/Solomon/R105.txt,1800,1355.3,True,genScript1.sh
Solomon,R106,Instances/Solomon/R106.txt,1800,1234.6,True,genScript1.sh
Solomon,R107,Instances/Solomon/R107.txt,1800,1064.6,True,genScript1.sh
Solomon,R108,Instances/Solomon/R108.txt,1800,932.1,True,genScript1.sh
Solomon,R109,Instances/Solomon/R109.txt,1800,1146.9,True,genScript1.sh
Solomon,R110,Instances/Solomon/R110.txt,1800,1068.0,True,genScript1.sh
Solomon,R111,Instances/Solomon/R111.txt,1800,1048.7,True,genScript1.sh
Solomon,R112,Instances/Solomon/R112.txt,1800,948.9,True,genScript1.sh
Solomon,R201,Instances/Solomon/R201.txt,1800,1143.2,True,genScript1.sh
Solomon,R202,Instances/Solomon/R202.txt,1800,1029.6,True,genScript1.sh
Solomon,R203,Instances/Solomon/R203.txt,1800,870.8,True,genScript1.sh
Solomon,R204,Instances/Solomon/R204.txt,1800,731.3,True,genScript1.sh
Solomon,R205,Instances/Solomon/R205.txt,1800,949.8,True,genScript1.sh
Solomon,R206,Instances/Solomon/R206.txt,1800,875.9,True,genScript1.sh
Solomon,R207,Instances/Solomon/R207.txt,1800,794.0,True,genScript1.sh
Solomon,R208,Instances/Solomon/R208.txt,1800,701.0,True,genScript1.sh
Solomon,R209,Instances/Solomon/R209.txt,1800,854.8,True,genScript1.sh
Solomon,R210,Instances/Solomon/R210.txt,1800,900.5,True,genScript1.sh
Solomon,R211,Instances/Solomon/R211.txt,1800,746.7,True,genScript1.sh
Solomon,RC101,Instances/Solomon/RC101.txt,1800,1619.8,True,genScript1.sh
Solomon,RC102,Instances/Solomon/RC102.txt,1800,1457.4,True,genScript1.sh
Solomon,RC103,Instances/Solomon/RC103.txt,1800,1258.0,True,genScript1.sh
Solomon,RC104,Instances/Solomon/RC104.txt,1800,1132.3,True,genScript1.sh
Solomon,RC105,Instances/Solomon/RC105.txt,1800,1513.7,True,genScript1.sh
Solomon,RC106,Instances/Solomon/RC106.txt,1800,1372.7,True,genScript1.sh
Solomon,RC107,Instances/Solomon/RC107.txt,1800,1207.8,True,genScript1.sh
Solomon,RC108,Instances/Solomon/RC108.txt,1800,1114.2,True,genScript1.sh
Solomon,RC201,Instances/Solomon/RC201.txt,1800,1261.8,True,genScript1.sh
Solomon,RC202,Instances/Solomon/RC202.txt,1800,1092.3,True,genScript1.sh
Solomon,RC203,Instances/Solomon/RC203.txt,1800,923.7,True,genScript1.sh
Solomon,RC204,Instances/Solomon/RC204.txt,1800,783.5,True,genScript1.sh
Solomon,RC205,Instances/Solomon/RC205.txt,1800,1154.0,True,genScript1.sh
Solomon,RC206,Instances/Solomon/RC206.txt,1800,1051.1,True,genScript1.sh
Solomon,RC207,Instances/Solomon/RC207.txt,1800,962.9,True,genScript1.sh
Solomon,RC208,Instances/Solomon/RC208.txt,1800,776.1,True,genScript1.sh
